ID|Title|Principal Investigator|Abstract|Justification|Target Object|Start Date|End Date|Status
385|Alert Notice 385: SN 2008fw in NGC 3261|N/A|SN 2008fw, a supernova of type Ia, has been discovered in the spiral galaxy NGC 3261 by L.A.G. 'Berto' Monard of South Africa. The most recent observation placed the supernova at an unfiltered magnitude of 14.2 on 2008 September 26.123 (JD 2454735.623).|N/A|SN 2008fw in NGC 3261|2008-09-29|2008-09-30|Archived
386|Alert Notice 386: Low state of VY Scl|N/A|The cataclysmic variable VY Scl appears to have recently entered a low state according to observations recently submitted to the AAVSO. Javier Temprano reports positive detections of VY Scl at CV=17.46 on JD 2454730.46181 (2008 Sept 20.9618) and at CV=18.23 on JD 2454730.572 (2008 Sept 21.072). All other recent AAVSO and ASAS-3 (Pojmanski, G. 2002, _Acta Astronomica_ **52** , 397) observations indicate that VY Scl is below detectability limits.|N/A|VY Scl|2008-10-02|2008-10-03|Archived
387|Alert Notice 387: V1721 Aql (Nova Aql 2008)|K. Itagaki (Yamagata, Japan)|This object was announced as a nova in IAU Circular 8989 (Daniel W.E. Green, editor). The nova has not yet been formally classified, but it shows very broad, triple-peaked H-alpha and permitted OI emission, and it has faded from a maximum of 14.0 (2008 Sep 22.586; JD 2454732.086) to magnitude 17.1 (2008 Oct 3.433; JD 2454742.933). The nova is heavily reddened, with an estimated E(B-V) = 3. Photometry will be difficult due both to its faintness, and to the high reddening which will strongly affect even filtered photometry. Please see IAUC 8989 for full details on the discovery and confirmation observations.|N/A|V1721 Aql; Nova Aql 2008|2008-09-22|2008-10-03|Archived
389|Alert Notice 389: Support for VLT spectroscopy of the novalike variable VY Scl|Dr. Steve Howell|Spectroscopic observations of the cataclysmic variable VY Scl with the Very Large Telescope in Chile are being sought during VY Scl's current deep minimum, which began some time before 2008 September 20 (JD 2454730).|VY Scl is in its faint state, around m(V) = 18 +/- 1 magnitude. Observers are asked to obtain filtered observations if possible, with V-band photometry taking priority. Because the object is faint, high S/N data would require very long integration times.|VY Scl|2008-11-11|2008-11-12|Archived
391|Alert Notice 391: Rare Outburst of V358 Lyr|N/A|Event: Rare outburst of V358 Lyr; Discovery Magnitude: CV=16.11 +/- 0.04; Discovery Date: November 22.917 UT|N/A|V358 Lyr|2008-11-23|2008-11-24|Archived
392|Alert Notice 392: Supernova 2008hy in IC 334|N/A|The supernova SN 2008hy has been identified as a Type Ia supernova, and is believed to be near maximum light (V=14.3 on 2008 Dec 07.13, JD 2454807.63; T. Orff, reported by Puckett and Langoussis). The object is located approximately 100 arcseconds NNE of the center of IC 334.|N/A|IC 334|2008-12-08|2008-12-09|Archived
393|Alert Notice 393: Monitoring for a planetary transit of HD 80606|Dr. Greg Laughlin (Lick Observatory)|Dr. Greg Laughlin requests for intensive time-series photometry of the possible transiting extrasolar planetary system HD 80606. The system may reach conjunction around HJD 2454876.5 (2009 Feb 14.0 UT), and there's a probability that the system is eclipsing. The duration of the eclipse may be up to 17 hours. Observers should perform high-S/N, filtered photometry of this bright star 48 hours before and after the predicted eclipse.|N/A|HD 80606|2009-02-03|2009-02-04|Archived
394|Alert Notice 394: Nova in the Large Magellanic Cloud|W. Liller|Nova in The Large Magellanic Cloud [N LMC 2009] discovered by W. Liller on 2009 February 05.067 UT (JD 2454867.567) at a Discovery Magnitude of m=10.6. The object was confirmed as a nova with spectra showing broad, flat-topped H-gamma and H-delta lines with a FWHM of 3900 km/s.|N/A|Large Magellanic Cloud; N LMC 2009|2009-02-05|2009-02-06|Archived
395|Alert Notice 395: Nova in Sagittarius|N/A|Event: Nova in Sagittarius [subsequently named V5581 Sgr] was discovered by K. Nishiyama and F. Kabashima in 2009 April. This nova apparently reached a maximum of m ~ 11.7 (unfiltered) on or about 2009 April 21.711. This object has been assigned the name 'VSX J174408'.|N/A|V5581 Sgr|2009-04-21|2009-04-22|Archived
396|Alert Notice 396: Nova in Centaurus|G. Pojmanski, D. Szczygiel, and B. Pilecki|Discovery of a new Nova in Centaurus. The object was confirmed as a nova in IAUC #9043 (D.W.E. Green, editor). Spectroscopic observations by A. Pigulski (Astronomical Institute, Wroclaw University) confirmed the presence of broad hydrogen lines consistent with a nova. The object has been formally designated as V1213 Cen by E.Z. Kazarovets and N. Samus of the GCVS.|N/A|VSX J133115.7-635738; V1213 Cen|2009-05-08|2009-05-09|Archived
379|Alert Notice 379: Support for Spitzer observations of tremendous outburst amplitude dwarf novae (TOADs)|Dr. Steve Howell|Dr. Steve Howell (NOAO) requests monitoring of a subset of the known and suspected tremendous outburst amplitude dwarf novae (TOADs) in support of Spitzer Space Telescope observations of these objects.|Observers are asked to increase their monitoring of the objects in the table below in support of this campaign. Spitzer observations will not be triggered immediately, however, an Alert Notice will be issued requesting concentrated coverage of the star.|WX Cet;UV Per;UW Per;PQ And;SW UMa;EG Cnc;BZ UMa;RZ Leo;QZ Vir;BC UMa;HV Vir;UZ Boo;EK TrA;GW Lib;V544 Her;DH Aql;KX Aql;WZ Sge;VY Aqr;V455 And|2008-05-16|2009-05-16|Archived
398|Alert Notice 398: Eclipse of epsilon Aurigae|N/A|The bright, long-period, eclipsing binary star epsilon Aurigae is predicted to begin its next eclipse late July or early August of 2009. The AAVSO is participating in a global campaign to record this eclipse as part of the International Year of Astronomy 2009 celebrations, organized by the Citizen Sky project.|Observations obtained during this eclipse will help us to refine the properties of this enigmatic system.|epsilon Aurigae|2009-07-10|2009-07-11|Archived
397|Alert Notice 397: Request for optical photometry of the bright X-ray binary V884 Sco (4U 1700-377)|Dr. Jerome Orosz (SDSU)|Dr. Jerome Orosz (SDSU) has requested the assistance of southern bright star observers in observing the high-mass X-ray binary star V884 Sco (== 4U 1700-377). Orosz and collaborators are attempting to measure the mass of the compact object to clarify whether the object is a black hole or a neutron star. Optical photometry of the ellipsoidal variations of V884 Sco will be used in conjunction with optical spectroscopy to be performed at Las Campanas in mid-July and early August 2009 to measure the dynamical properties of the system. Orosz requests time-series B and V observations of this bright (V = 6.54, B-V=0.264) system beginning now (2009 June 30) and continuing through early August 2009.|"...[A] note about the importance of 4U 1700-377. If it has a neutron star, it has by far the most massive neutron star known. Furthermore, the high mass would rule out all sorts of equations of state for neutron star matter. On the other hand, if the compact object is a black hole, it would be by far the least massive black hole known, and its mass would raise all sorts of interesting questions about the formation of black holes, and what kinds of stars produce black holes."|V884 Sco|2009-06-30|2009-08-04|Archived
400|Alert Notice 400: Nova Sagittarii 2009 Number 3|N/A|Observation request for a discovered nova in Sagittarius labeled as V5583 Sgr. The request includes details of the object's discovery and the initial observations.|N/A|V5583 Sgr|2009-08-08|2009-08-09|Archived
401|Alert Notice 401: Monitoring of EX Hya and DQ Her|Kunegunda Belle, Don Hoard and Steve Howell|Observing two cataclysmic variables with Spitzer during the next couple of weeks. They request ground-based light curves spanning the observation intervals so that they can identify the state each variable is in during the Spitzer visits.|N/A|EX HYA; DQ HER|2009-08-13|2009-08-14|Archived
402|Alert Notice 402: Nova in Ophiuchus|K. Itagaki|Nova in Ophiuchus [V2672 Oph] discovered by K. Itagaki. Full discovery information and spectroscopic confirmation in CBET 1910 and CBET 1911 respectively.|N/A|V2672 Oph|2009-08-17|2009-08-18|Archived
404|Alert Notice 404: Supernova 2009ig has brightened|I. Kleiser, S. B. Cenko, W. Li, and A. V. Filippenko, University of California|Type-Ia Supernova 2009ig in NGC 1015 has brightened|N/A|VSX J023811.6-011845; SN 2009ig; NGC 1015|2009-08-20|2009-08-21|Archived
403|Alert Notice 403: Request for observations of V2105 Oph in support of HST observations|Dr. Brian Espey|Dr. Brian Espey (Trinity College, Dublin, Ireland) has requested photoelectric photometry and bright star CCD photometry of the semiregular variable V2105 Oph beginning immediately. These observations are in support of ultraviolet spectroscopy to be obtained with the Hubble Space Telescope on Wednesday, September 2, 2009. Observations are requested to continue through Sunday, September 6, 2009.|N/A|V2105 Oph|2009-08-30|2009-09-06|Archived
399|Alert Notice 399: Nightly monitoring of AG Dra in support of HST calibration observations|Edward Smith (STScI)|Nightly photometric monitoring of the symbiotic star AG Draconis during the period 2009 August 2, and tentatively scheduled to continue through mid-September 2009.|Observations are intended to test and calibrate the newly installed Cosmic Origins Spectrograph on the Hubble Space Telescope. Observations of the system in quiescence rather than outburst are needed.|AG Draconis|2009-08-02|2009-09-30|Archived
406|Alert Notice 406: Observing Campaign to Monitor Magnetically-Active Dwarfs for Long-Term Variability|Dr. Styliani (Stella) Kafka|The observers of the AAVSO are asked to participate in a long-term photometric monitoring campaign on a number of magnetically active dwarf stars. These objects are all nearby dwarfs known or suspected to have magnetic activity, primarily of the UV Ceti (flare star) or BY Draconis subtypes. Long-term photometric monitoring of these objects will be used in conjunction with other multiwavelength observations from ground-based facilities to understand the long-term magnetic activity cycles of these stars.|Such a study can reveal information about the physical natures of these stars, but also about their near space environments and habitability for life.|NSV 15022; YZ Cet; TZ Ari; NSV 15849; DY Eri; NSV 16153; NSV 16181; NSV 2075; V0998 Ori; AP Col; YZ CMi; NSV 4776; ASAS J101218-0344.8; NSV 18415; RY Sex; EE Leo; CN Leo; NSV 19498; FN Vir; EQ Vir; NSV 6329; NSV 6431; NSV 20124; HN Lib; xsi Boo; NSV 6884; HO Lib; V2306 Oph; NSV 8176; NSV 21919; NSV 22079; NSV 10167; V2391 Oph; NSV 10635; V1285 Aql; HU Del; OQ Del; NSV 13417; IL Aqr; BR Psc|2009-10-07|2009-10-08|Archived
407|Alert Notice 407: Outburst of the UGWZ-type dwarf nova EG Cancri|N/A|The WZ Sge-type dwarf nova EG Cancri has been reported in outburst. Observations of EG Cnc are urgently requested at this time, including visual estimates, CCD photometry, and CCD time-series observations.|Any observations of this star will help us to determine at what stage this outburst is currently in. EG Cnc exhibited several well-defined echoes during its 1996-1997 outburst, and observations are encouraged to continue throughout the remainder of 2009 at least.|EG Cancri|2009-10-12|2009-10-13|Archived
